date,zone,site,plot,pit,spp,sex,sv_length,total_length,weight,tail
8/23/91,G,IBPE,C,.,NONE,.,.,.,.,.
8/23/91,M,RABB,A,.,NONE,.,.,.,.,.
8/23/91,M,RABB,C,8,UTST,J,32,92,1,W
8/23/91,M,WELL,B,.,NONE,.,.,.,.,.
8/23/91,T,EAST,B,.,NONE,.,.,.,.,.
8/23/91,T,WEST,A,.,NONE,.,.,.,.,.
11/7/91,C,CALI,A,2,UTST,F,43,49,3,B
11/7/91,C,CALI,A,7,UTST,M,50,68,5,B
11/7/91,C,CALI,A,8,UTST,F,45,102,3,B
11/7/91,C,CALI,A,13,UTST,M,52,138,6,W
11/7/91,C,GRAV,D,.,NONE,.,.,.,.,.
11/7/91,C,SAND,B,1,UTST,M,50,136,6,W
11/7/91,C,SAND,B,4,UTST,M,54,139,6,W
11/7/91,C,SAND,B,10,UTST,M,53,133,6,B
11/7/91,C,SAND,B,15,UTST,M,32,85,2,W
11/7/91,G,BASN,B,10,UTST,F,43,108,2,W
11/7/91,G,BASN,B,14,HOMA,J,32,57,1,W
11/7/91,G,BASN,B,16,UTST,F,37,96,2,W
11/7/91,G,IBPE,A,2,UTST,F,44,99,3,W
11/7/91,G,IBPE,A,2,UTST,M,40,82,2,W
11/7/91,G,IBPE,A,7,UTST,M,50,125,4,W
11/7/91,G,IBPE,A,15,UTST,M,50,140,5,W
11/7/91,G,IBPE,C,11,UTST,F,30,76,2,W
11/7/91,G,IBPE,C,12,UTST,M,46,126,4,W
11/7/91,G,IBPE,C,12,UTST,F,45,116,3,W
11/7/91,G,IBPE,C,12,UTST,J,32,75,2,W
11/7/91,G,IBPE,C,15,UTST,M,48,110,5,B
11/7/91,M,RABB,A,5,UTST,M,43,115,4,W
11/7/91,M,RABB,A,7,UTST,F,38,108,3,W
11/7/91,M,RABB,A,9,UTST,M,45,131,5,W
11/7/91,M,RABB,A,9,UTST,F,34,84,2,B
11/7/91,M,RABB,A,9,UTST,F,43,115,4,W
11/7/91,M,RABB,A,12,UTST,F,33,103,3,W
11/7/91,M,RABB,A,13,UTST,F,45,113,3,W
11/7/91,M,RABB,A,13,UTST,M,37,100,2,W
11/7/91,M,RABB,A,14,UTST,M,48,95,5,B
11/7/91,M,RABB,A,15,UTST,F,38,87,2,W
11/7/91,M,RABB,A,16,UTST,F,44,113,3,W
11/7/91,M,RABB,C,8,UTST,F,32,96,.,W
11/7/91,M,RABB,C,10,UTST,M,37,87,2,W
11/7/91,M,WELL,B,15,UTST,F,45,115,3,W
11/7/91,T,EAST,B,2,UTST,F,50,133,5,W
11/7/91,T,EAST,B,3,UTST,F,45,105,5,B
11/7/91,T,EAST,B,3,UTST,J,30,70,2,B
11/7/91,T,EAST,B,3,UTST,M,40,101,3,W
11/7/91,T,EAST,B,3,UTST,F,42,62,3,B
11/7/91,T,EAST,B,4,UTST,F,48,118,5,B
11/7/91,T,EAST,B,4,UTST,F,40,107,3,W
11/7/91,T,WEST,A,.,NONE,.,.,.,.,.
11/13/91,C,CALI,A,.,NONE,.,.,.,.,.
11/13/91,C,GRAV,D,.,NONE,.,.,.,.,.
11/13/91,C,SAND,B,.,NONE,.,.,.,.,.
11/13/91,G,BASN,B,.,NONE,.,.,.,.,.
11/13/91,G,IBPE,A,.,NONE,.,.,.,.,.
11/13/91,G,IBPE,C,11,UTST,J,30,50,1,B
11/13/91,M,RABB,A,16,UTST,M,38,88,2,W
11/13/91,M,RABB,C,13,UTST,F,33,88,2,W
11/13/91,M,WELL,B,5,UTST,M,37,67,2,B
11/13/91,M,WELL,B,11,UTST,F,39,94,2,W
11/13/91,T,EAST,B,12,UTST,F,40,108,4,W
11/13/91,T,WEST,A,8,SCUN,F,41,111,4,W
3/11/92,C,CALI,A,.,NONE,.,.,.,.,.
3/11/92,C,GRAV,D,.,NONE,.,.,.,.,.
3/11/92,C,SAND,B,.,NONE,.,.,.,.,.
3/11/92,G,BASN,B,.,NONE,.,.,.,.,.
3/11/92,G,IBPE,A,.,NONE,.,.,.,.,.
3/11/92,G,IBPE,C,.,NONE,.,.,.,.,.
3/11/92,M,RABB,A,2,UTST,M,40,105,3,W
3/11/92,M,RABB,C,.,NONE,.,.,.,.,.
3/11/92,M,WELL,B,.,NONE,.,.,.,.,.
3/11/92,T,EAST,B,4,UTST,M,51,138,5,W
3/11/92,T,WEST,A,.,NONE,.,.,.,.,.
3/17/92,C,CALI,B,15,UTST,M,52,122,5,W
3/17/92,C,GRAV,B,.,NONE,.,.,.,.,.
3/17/92,C,SAND,A,.,NONE,.,.,.,.,.
3/17/92,G,BASN,B,16,HOMA,F,35,70,2,W
3/17/92,G,IBPE,A,1,UTST,M,48,125,4,W
3/17/92,G,IBPE,A,1,UTST,F,45,83,3,B
3/17/92,G,IBPE,C,12,CNIN,M,45,158,3,W
3/17/92,M,RABB,A,6,UTST,M,47,121,5,W
3/17/92,M,RABB,C,.,NONE,.,.,.,.,.
3/17/92,M,WELL,B,.,NONE,.,.,.,.,.
3/17/92,T,EAST,B,.,NONE,.,.,.,.,.
3/17/92,T,WEST,A,1,SCUN,M,43,108,3,W
6/16/92,C,CALI,A,.,NONE,.,.,.,.,.
6/16/92,C,GRAV,D,.,NONE,.,.,.,.,.
6/16/92,C,SAND,B,.,NONE,.,.,.,.,.
6/16/92,G,BASN,B,5,CNIN,M,47,135,3,W
6/16/92,G,BASN,B,14,HOMA,F,55,120,5,W
6/16/92,G,IBPE,A,.,NONE,.,.,.,.,.
6/16/92,G,IBPE,C,.,NONE,.,.,.,.,.
6/16/92,M,RABB,A,.,NONE,.,.,.,.,.
6/16/92,M,RABB,C,1,CNTI,M,60,215,9,W
6/16/92,M,WELL,B,.,NONE,.,.,.,.,.
6/16/92,T,EAST,B,.,NONE,.,.,.,.,.
6/16/92,T,WEST,A,.,NONE,.,.,.,.,.
6/19/92,C,CALI,A,.,NONE,.,.,.,.,.
6/19/92,C,GRAV,D,.,PHCO,F,57,94,10,W
6/19/92,C,SAND,B,.,UTST,M,55,112,5,B
6/19/92,G,BASN,B,.,NONE,.,.,.,.,.
6/19/92,G,IBPE,A,.,NONE,.,.,.,.,.
6/19/92,G,IBPE,C,.,NONE,.,.,.,.,.
6/19/92,M,RABB,A,.,NONE,.,.,.,.,.
6/19/92,M,RABB,B,.,SCUN,F,48,132,3,W
6/19/92,M,WELL,B,.,NONE,.,.,.,.,.
6/19/92,T,EAST,B,.,NONE,.,.,.,.,.
6/19/92,T,WEST,A,12,CNTI,F,.,.,.,.
6/23/92,C,CALI,A,.,NONE,.,.,.,.,.
6/23/92,C,GRAV,D,.,NONE,.,.,.,.,.
6/23/92,C,SAND,B,.,NONE,.,.,.,.,.
6/23/92,G,BASN,B,.,NONE,.,.,.,.,.
6/23/92,G,IBPE,A,.,NONE,.,.,.,.,.
6/23/92,G,IBPE,C,.,NONE,.,.,.,.,.
6/23/92,M,RABB,A,.,NONE,.,.,.,.,.
6/23/92,M,RABB,C,.,NONE,.,.,.,.,.
6/23/92,M,WELL,B,5,UTST,F,47,122,3,W
6/23/92,T,EAST,B,.,NONE,.,.,.,.,.
6/23/92,T,WEST,A,.,NONE,.,.,.,.,.
6/26/92,C,CALI,A,.,NONE,.,.,.,.,.
6/26/92,C,GRAV,D,15,HOMA,.,.,.,.,.
6/26/92,C,SAND,B,12,CNIN,F,54,130,4,W
6/26/92,G,BASN,B,9,UTST,F,45,115,2,W
6/26/92,G,IBPE,A,.,NONE,.,.,.,.,.
6/26/92,G,IBPE,C,10,UTST,F,.,.,.,W
6/26/92,M,RABB,A,10,UTST,M,50,125,4,W
6/26/92,M,RABB,B,3,UTST,F,.,.,2,W
6/26/92,M,WELL,B,.,NONE,.,.,.,.,.
6/26/92,T,EAST,B,.,NONE,.,.,.,.,.
6/26/92,T,WEST,A,.,NONE,.,.,.,.,.
8/11/92,C,CALI,A,5,UTST,J,27,35,1,B
8/11/92,C,CALI,A,15,CRCO,J,35,75,1,W
8/11/92,C,GRAV,D,.,NONE,.,.,.,.,.
8/11/92,C,SAND,B,3,UTST,J,20,50,1,W
8/11/92,G,BASN,B,.,NONE,.,.,.,.,.
8/11/92,G,IBPE,A,.,NONE,.,.,.,.,.
8/11/92,G,IBPE,C,.,NONE,.,.,.,.,.
8/11/92,M,RABB,A,15,UTST,J,28,69,1,W
8/11/92,M,RABB,A,16,UTST,J,.,.,2,W
8/11/92,M,RABB,C,15,UTST,J,27,67,1,W
8/11/92,M,WELL,B,1,HOMA,J,20,50,1,W
8/11/92,T,EAST,B,3,CNIN,J,.,.,1,W
8/11/92,T,WEST,A,.,NONE,.,.,.,.,.
8/14/92,C,CALI,A,4,COTE,J,34,56,1,B
8/14/92,C,CALI,A,12,UTST,J,22,56,1,W
8/14/92,C,CALI,A,12,UTST,J,32,86,1,W
8/14/92,C,GRAV,D,1,CNIN,F,.,.,.,.
8/14/92,C,GRAV,D,7,CNTI,J,35,122,1,W
8/14/92,C,SAND,B,.,NONE,.,.,.,.,.
8/14/92,G,BASN,B,.,NONE,.,.,.,.,.
8/14/92,G,IBPE,A,3,UTST,J,30,76,1,W
8/14/92,G,IBPE,C,7,CNNE,M,30,87,1,W
8/14/92,M,RABB,A,12,UTST,J,25,65,1,W
8/14/92,M,RABB,C,.,NONE,.,.,.,.,.
8/14/92,M,WELL,B,8,UTST,J,27,70,1,W
8/14/92,T,EAST,B,2,CNTE,J,36,51,1,B
8/14/92,T,EAST,B,3,UTST,J,32,78,1,W
8/14/92,T,EAST,B,10,UTST,J,30,75,1,W
8/14/92,T,EAST,B,10,UTST,J,25,60,1,W
8/14/92,T,WEST,A,.,NONE,.,.,.,.,.
8/18/92,C,CALI,A,13,UTST,F,41,100,2,B
8/18/92,C,GRAV,D,3,UTST,J,24,65,1,W
8/18/92,C,SAND,B,13,UTST,J,31,82,1,W
8/18/92,C,SAND,B,14,UTST,J,23,56,1,W
8/18/92,C,SAND,B,15,UTST,J,30,85,1,W
8/18/92,G,BASN,B,14,HOMA,J,23,45,1,W
8/18/92,G,IBPE,A,3,CNIN,F,36,99,1,W
8/18/92,M,RABB,A,.,NONE,.,.,.,.,.
8/18/92,M,RABB,C,.,NONE,.,.,.,.,.
8/18/92,M,WELL,B,13,CNNE,J,30,100,1,W
8/18/92,T,EAST,B,12,CNTE,F,73,293,22,W
8/18/92,T,EAST,B,14,UTST,J,27,69,1,W
8/18/92,T,EAST,B,15,UTST,M,70,130,2,B
8/18/92,T,WEST,A,.,NONE,.,.,.,.,.
8/21/92,C,CALI,A,.,NONE,.,.,.,.,.
8/21/92,C,GRAV,D,9,CNTI,J,45,165,2,W
8/21/92,C,SAND,B,.,NONE,.,.,.,.,.
8/21/92,G,BASN,B,.,NONE,.,.,.,.,.
8/21/92,G,IBPE,A,.,NONE,.,.,.,.,.
8/21/92,G,IBPE,C,4,CNTI,J,36,126,1,W
8/21/92,M,RABB,A,.,NONE,.,.,.,.,.
8/21/92,M,RABB,C,.,NONE,.,.,.,.,.
8/21/92,M,WELL,B,11,CNIN,J,30,67,1,W
8/21/92,T,EAST,B,3,UTST,J,27,69,1,W
8/21/92,T,EAST,B,3,UTST,M,37,120,1,W
8/21/92,T,EAST,B,5,UTST,J,34,82,1,W
8/21/92,T,WEST,A,.,NONE,.,.,.,.,.
11/6/92,C,CALI,A,.,NONE,.,.,.,.,.
11/6/92,C,SAND,B,.,NONE,.,.,.,.,.
11/6/92,G,BASN,B,.,NONE,.,.,.,.,.
11/6/92,G,IBPE,A,.,NONE,.,.,.,.,.
11/6/92,G,IBPE,C,.,NONE,.,.,.,.,.
11/6/92,M,RABB,A,9,UTST,M,35,100,1,W
11/6/92,M,RABB,A,14,UTST,F,40,103,1,W
11/6/92,M,RABB,C,16,UTST,F,45,120,2,W
11/6/92,M,WELL,B,.,NONE,.,.,.,.,.
11/6/92,T,EAST,B,.,NONE,.,.,.,.,.
11/6/92,T,WEST,A,.,NONE,.,.,.,.,.
11/13/92,C,CALI,A,.,NONE,.,.,.,.,.
11/13/92,C,GRAV,D,9,UTST,F,40,112,2,W
11/13/92,C,SAND,B,4,UTST,M,48,130,5,W
11/13/92,C,SAND,B,10,UTST,M,50,93,4,B
11/13/92,G,IBPE,A,6,UTST,F,43,102,4,W
11/13/92,G,IBPE,A,13,UTST,F,36,98,1,W
11/13/92,M,RABB,A,16,UTST,M,43,116,4,W
11/13/92,M,RABB,C,.,NONE,.,.,.,.,.
11/13/92,M,WELL,B,1,UTST,F,33,87,2,W
11/13/92,M,WELL,B,1,UTST,F,28,80,1,W
11/13/92,M,WELL,B,4,UTST,M,48,80,3,B
11/13/92,M,WELL,B,7,UTST,F,36,81,2,W
11/13/92,M,WELL,B,13,UTST,F,40,110,2,W
11/13/92,M,WELL,B,16,UTST,F,30,80,1,W
11/13/92,T,EAST,B,5,UTST,M,53,140,4,W
11/13/92,T,EAST,B,7,UTST,F,47,112,2,W
11/13/92,T,EAST,B,9,UTST,F,48,135,4,W
11/13/92,T,EAST,B,10,UTST,F,41,110,3,W
11/13/92,T,EAST,B,12,UTST,M,48,133,4,W
11/13/92,T,WEST,A,.,NONE,.,.,.,.,.
3/12/93,C,CALI,A,.,NONE,.,.,.,.,.
3/12/93,C,GRAV,D,.,NONE,.,.,.,.,.
3/12/93,C,SAND,B,3,UTST,F,45,119,4,W
3/12/93,C,SAND,B,13,UTST,M,41,113,4,W
3/12/93,G,BASN,B,16,CNNE,M,39,128,2,W
3/12/93,G,IBPE,A,13,SCUN,M,58,156,7,W
3/12/93,G,IBPE,C,9,CNIN,M,45,148,2,W
3/12/93,M,RABB,A,9,UTST,M,48,119,5,B
3/12/93,M,RABB,B,3,UTST,F,45,116,3,W
3/12/93,M,RABB,B,5,UTST,M,46,124,5,W
3/12/93,M,WELL,B,11,UTST,F,38,105,2,W
3/12/93,T,EAST,B,6,UTST,F,47,120,4,W
3/12/93,T,WEST,A,.,NONE,.,.,.,.,.
3/19/93,C,CALI,A,15,UTST,M,35,108,3,W
3/19/93,C,SAND,B,1,UTST,M,53,148,6,B
3/19/93,G,BASN,B,5,HOMA,F,40,75,2,B
3/19/93,G,IBPE,A,.,NONE,.,.,.,.,.
3/19/93,G,IBPE,C,5,CNIN,M,42,82,2,B
3/19/93,M,RABB,A,.,NONE,.,.,.,.,.
3/19/93,M,RABB,C,6,CNIN,M,45,138,3,W
3/19/93,M,WELL,B,2,SCUN,M,35,95,2,W
3/19/93,M,WELL,B,16,UTST,F,43,106,3,W
3/19/93,T,EAST,B,4,UTST,F,32,58,1,B
3/19/93,T,WEST,A,.,NONE,.,.,.,.,.
6/8/93,C,CALI,A,.,NONE,.,.,.,.,.
6/8/93,C,GRAV,D,.,NONE,.,.,.,.,.
6/8/93,G,BASN,B,.,NONE,.,.,.,.,.
6/8/93,G,IBPE,A,.,NONE,.,.,.,.,.
6/8/93,G,IBPE,C,.,NONE,.,.,.,.,.
6/8/93,M,RABB,A,13,UTST,M,52,71,5,B
6/8/93,M,RABB,B,.,NONE,.,.,.,.,.
6/8/93,M,WELL,B,.,NONE,.,.,.,.,.
6/8/93,T,EAST,B,2,UTST,F,47,107,3,W
6/8/93,T,EAST,B,3,CNTE,.,75,260,.,W
6/8/93,T,WEST,A,.,NONE,.,.,.,.,.
6/11/93,C,CALI,A,.,NONE,.,.,.,.,.
6/11/93,C,SAND,B,1,CNIN,.,.,.,.,.
6/11/93,C,SAND,D,.,NONE,.,.,.,.,.
6/11/93,G,BASN,B,.,NONE,.,.,.,.,.
6/11/93,G,IBPE,A,.,NONE,.,.,.,.,.
6/11/93,G,IBPE,C,.,NONE,.,.,.,.,.
6/11/93,M,RABB,A,12,HOMA,F,60,120,7,W
6/11/93,M,RABB,A,15,CNNE,M,65,220,8,W
6/11/93,M,RABB,C,.,NONE,.,.,.,.,.
6/11/93,M,WELL,B,.,NONE,.,.,.,.,.
6/11/93,T,EAST,B,.,NONE,.,.,.,.,.
6/11/93,T,WEST,A,.,NONE,.,.,.,.,.
6/15/93,C,CALI,A,14,CNIN,F,42,157,3,W
6/15/93,C,GRAV,D,4,PHCO,F,97,142,61,W
6/15/93,C,SAND,B,.,NONE,.,.,.,.,.
6/15/93,G,BASN,B,5,CNIN,M,45,165,5,W
6/15/93,G,BASN,B,12,HOMA,M,50,114,5,W
6/15/93,G,IBPE,A,3,CNUK,.,.,.,.,.
6/15/93,G,IBPE,C,2,CNIN,M,43,101,3,B
6/15/93,G,IBPE,C,4,CNNE,F,72,168,8,W
6/15/93,M,RABB,A,14,UTST,F,50,100,4,B
6/15/93,M,RABB,C,.,NONE,.,.,.,.,.
6/15/93,M,WELL,B,.,NONE,.,.,.,.,.
6/15/93,T,EAST,B,.,NONE,.,.,.,.,.
6/15/93,T,WEST,A,.,NONE,.,.,.,.,.
6/18/93,C,GRAV,D,3,CNTI,M,58,103,5,B
6/18/93,C,SAND,A,2,UTST,F,.,.,.,.
6/18/93,G,BASN,B,12,HOMA,F,54,117,4,W
6/18/93,G,IBPE,A,5,CNIN,M,.,.,.,.
6/18/93,G,IBPE,C,.,NONE,.,.,.,.,.
6/18/93,M,RABB,A,.,NONE,.,.,.,.,.
6/18/93,M,RABB,C,1,CNTI,M,80,260,14,W
6/18/93,M,RABB,C,7,HOMA,M,56,103,6,W
6/18/93,M,WELL,B,.,NONE,.,.,.,.,.
6/18/93,T,EAST,B,.,NONE,.,.,.,.,.
6/18/93,T,WEST,A,.,NONE,.,.,.,.,.
8/17/93,C,CALI,A,11,COTE,J,30,67,1,W
8/17/93,C,CALI,A,13,CNTE,F,72,264,14,W
8/17/93,C,CALI,A,15,UTST,J,36,89,1,W
8/17/93,C,GRAV,D,1,CNUN,F,62,173,6,W
8/17/93,C,GRAV,D,10,UTST,J,39,99,1,W
8/17/93,C,SAND,B,3,UTST,J,.,.,.,.
8/17/93,C,SAND,B,14,UTST,M,35,65,1,W
8/17/93,G,IBPE,A,4,UTST,J,27,60,1,B
8/17/93,G,IBPE,C,6,CNTI,J,40,95,1,B
8/17/93,G,IBPE,C,11,UTST,J,28,86,1,B
8/17/93,M,RABB,A,14,CNTE,J,35,110,2,W
8/17/93,M,RABB,A,14,UTST,J,29,77,1,W
8/17/93,M,RABB,C,16,SCUN,M,35,92,2,W
8/17/93,M,WELL,B,1,UTST,J,35,94,2,W
8/17/93,T,EAST,B,2,UTST,J,34,50,2,B
8/17/93,T,WEST,A,.,NONE,.,.,.,.,.
8/20/93,C,CALI,A,2,UTST,M,37,104,2,W
8/20/93,C,CALI,A,12,UTST,M,39,106,2,W
8/20/93,C,GRAV,D,.,NONE,.,.,.,.,.
8/20/93,C,SAND,B,14,UTST,F,40,112,2,W
8/20/93,G,BASN,B,.,NONE,.,.,.,.,.
8/20/93,G,IBPE,A,.,NONE,.,.,.,.,.
8/20/93,G,IBPE,C,6,UTST,F,32,84,1,W
8/20/93,M,RABB,A,12,CNIN,J,39,118,1,W
8/20/93,M,RABB,A,12,UTST,F,45,110,1,W
8/20/93,M,RABB,C,14,UTST,M,36,95,1,W
8/20/93,M,WELL,B,12,UTST,M,22,57,1,W
8/20/93,M,WELL,B,16,CNNE,F,37,122,1,W
8/20/93,T,EAST,B,3,UTST,F,33,89,1,W
8/20/93,T,WEST,A,.,NONE,.,.,.,.,.
8/24/93,C,CALI,A,6,UTST,M,21,59,1,W
8/24/93,C,GRAV,D,10,UTST,F,25,63,1,W
8/24/93,C,SAND,B,.,NONE,.,.,.,.,.
8/24/93,G,BASN,B,.,NONE,.,.,.,.,.
8/24/93,G,IBPE,A,14,CNIN,J,30,88,1,W
8/24/93,G,IBPE,C,4,UTST,M,35,90,1,W
8/24/93,G,IBPE,C,6,UTST,M,34,92,1,W
8/24/93,G,IBPE,C,9,EUOB,F,102,157,20,B
8/24/93,G,IBPE,C,16,UTST,F,40,97,1,W
8/24/93,M,RABB,A,14,UTST,M,35,95,1,W
8/24/93,M,RABB,C,.,NONE,.,.,.,.,.
8/24/93,M,WELL,B,15,CNIN,J,32,110,1,W
8/24/93,T,EAST,B,3,UTST,M,37,78,1,W
8/24/93,T,EAST,B,12,CNTE,F,85,321,18,W
8/24/93,T,WEST,A,12,UTST,M,35,73,1,B
8/27/93,C,CALI,A,.,NONE,.,.,.,.,.
8/27/93,C,GRAV,D,11,UTST,J,.,.,.,W
8/27/93,C,SAND,A,11,UTST,M,33,84,1,W
8/27/93,G,BASN,B,.,NONE,.,.,.,.,.
8/27/93,G,IBPE,A,13,SCUN,J,35,70,1,W
8/27/93,G,IBPE,C,14,CNIN,M,32,107,1,W
8/27/93,G,IBPE,C,14,UTST,F,34,89,1,W
8/27/93,M,RABB,A,12,UTST,J,32,87,1,W
8/27/93,M,RABB,C,.,NONE,.,.,.,.,.
8/27/93,M,WELL,B,.,NONE,.,.,.,.,.
8/27/93,T,EAST,B,.,NONE,.,.,.,.,.
8/27/93,T,WEST,A,.,NONE,.,.,.,.,.
11/5/93,C,CALI,A,15,UTST,F,45,113,3,W
11/5/93,C,CALI,A,15,UTST,F,30,70,1,W
11/5/93,C,GRAV,D,6,UTST,F,40,108,2,W
11/5/93,C,SAND,B,1,UTST,F,43,108,2,W
11/5/93,C,SAND,B,3,UTST,M,45,57,3,B
11/5/93,C,SAND,B,4,UTST,M,50,130,4,B
11/5/93,C,SAND,B,10,UTST,M,35,99,.,W
11/5/93,C,SAND,B,13,UTST,M,52,142,4,W
11/5/93,G,BASN,B,.,NONE,.,.,.,.,.
11/5/93,G,IBPE,A,4,UTST,F,40,106,3,W
11/5/93,G,IBPE,A,13,UTST,M,38,113,2,W
11/5/93,G,IBPE,A,15,UTST,F,43,110,2,W
11/5/93,G,IBPE,C,3,UTST,F,44,112,3,W
11/5/93,G,IBPE,C,3,UTST,M,45,126,4,W
11/5/93,G,IBPE,C,8,UTST,F,48,115,4,W
11/5/93,G,IBPE,C,13,UTST,F,42,110,2,W
11/5/93,M,RABB,C,5,SCUN,M,34,90,2,W
11/5/93,M,RABB,A,13,UTST,M,36,95,2,W
11/5/93,M,RABB,A,14,UTST,F,41,108,3,W
11/5/93,M,RABB,A,15,UTST,F,35,93,2,W
11/5/93,M,WELL,B,2,UTST,M,39,105,2,W
11/5/93,T,EAST,B,3,UTST,M,50,135,5,W
11/5/93,T,EAST,B,9,UTST,M,46,131,5,W
11/5/93,T,EAST,B,11,UTST,M,.,.,3,W
11/5/93,T,EAST,B,11,UTST,F,45,113,3,W
11/5/93,T,WEST,A,.,NONE,.,.,.,.,.
11/12/93,C,CALI,A,16,UTST,M,45,103,3,W
11/12/93,C,GRAV,D,1,UTST,M,57,147,5,W
11/12/93,C,GRAV,D,9,UTST,M,42,103,2,W
11/12/93,C,SAND,B,13,UTST,M,37,97,2,W
11/12/93,C,SAND,B,14,UTST,F,42,111,2,W
11/12/93,G,BASN,B,.,NONE,.,.,.,.,.
11/12/93,G,IBPE,A,.,NONE,.,.,.,.,.
11/12/93,G,IBPE,C,5,UTST,F,42,111,3,W
11/12/93,G,IBPE,C,11,UTST,M,48,55,2,B
11/12/93,G,IBPE,C,13,UTST,M,32,91,2,W
11/12/93,M,RABB,A,.,NONE,.,.,.,.,.
11/12/93,M,RABB,C,.,NONE,.,.,.,.,.
11/12/93,M,WELL,B,2,UTST,F,40,118,3,W
11/12/93,M,WELL,B,2,UTST,F,27,72,1,W
11/12/93,M,WELL,B,3,UTST,M,44,62,2,B
11/12/93,M,WELL,B,4,UTST,M,32,8,1,W
11/12/93,T,EAST,B,2,UTST,F,46,65,3,B
11/12/93,T,EAST,B,4,UTST,F,46,118,4,W
11/12/93,T,EAST,B,12,UTST,M,47,121,4,W
11/12/93,T,WEST,A,.,NONE,.,.,.,.,.
3/4/94,C,CALI,A,.,NONE,.,.,.,.,.
3/4/94,C,GRAV,D,.,NONE,.,.,.,.,.
3/4/94,C,SAND,B,10,UTST,F,35,94,2,W
3/4/94,G,BASN,B,.,NONE,.,.,.,.,.
3/4/94,G,IBPE,A,.,NONE,.,.,.,.,.
3/4/94,G,IBPE,C,.,UTST,M,49,115,4,B
3/4/94,M,RABB,A,.,NONE,.,.,.,.,.
3/4/94,M,RABB,C,5,UTST,M,45,127,4,W
3/4/94,M,RABB,C,5,UTST,M,49,137,5,W
3/4/94,M,RABB,C,6,HOMA,M,31,62,1,W
3/4/94,M,RABB,C,16,UTST,F,35,72,2,B
3/4/94,M,WELL,B,4,UTST,M,44,120,4,.
3/4/94,T,EAST,B,.,NONE,.,.,.,.,.
3/4/94,T,WEST,A,.,NONE,.,.,.,.,.
3/11/94,C,CALI,A,.,NONE,.,.,.,.,.
3/11/94,C,GRAV,D,2,UTST,F,45,127,2,W
3/11/94,C,SAND,B,11,UTST,M,52,134,5,W
3/11/94,G,BASN,B,.,NONE,.,.,.,.,.
3/11/94,G,IBPE,A,.,NONE,.,.,.,.,.
3/11/94,G,IBPE,C,3,UTST,F,44,125,3,W
3/11/94,G,IBPE,C,9,UTST,F,50,100,2,B
3/11/94,M,RABB,A,.,NONE,.,.,.,.,.
3/11/94,M,RABB,A,14,UTST,F,33,87,1,W
3/11/94,M,RABB,C,.,NONE,.,.,.,.,.
3/11/94,M,WELL,B,9,UTST,M,40,111,3,W
3/11/94,T,EAST,B,.,NONE,.,.,.,.,.
3/11/94,T,WEST,A,.,NONE,.,.,.,.,.
5/31/94,C,CALI,A,.,NONE,.,.,.,.,.
5/31/94,C,GRAV,D,2,CNIN,M,50,113,3,W
5/31/94,C,GRAV,D,5,CNIN,.,.,.,.,.
5/31/94,C,SAND,B,2,CNTE,F,92,218,28,W
5/31/94,G,BASN,B,3,CNIN,M,54,109,3,B
5/31/94,G,BASN,B,4,CNIN,M,53,117,4,B
5/31/94,G,BASN,B,14,HOMA,M,50,108,3,W
5/31/94,G,IBPE,A,.,NONE,.,.,.,.,.
5/31/94,G,IBPE,C,.,CNIN,M,40,143,4,W
5/31/94,M,RABB,A,.,NONE,.,.,.,.,.
5/31/94,M,RABB,C,.,NONE,.,.,.,.,.
5/31/94,M,WELL,B,7,CNIN,M,42,156,4,W
5/31/94,T,EAST,B,.,NONE,.,.,.,.,.
5/31/94,T,WEST,A,1,PHCO,F,81,129,30,W
6/3/94,C,CALI,A,3,UTST,F,47,124,5,W
6/3/94,C,GRAV,D,1,PHMO,M,48,79,8,W
6/3/94,C,SAND,B,2,EUOB,M,97,162,25,B
6/3/94,G,BASN,B,.,NONE,.,.,.,.,.
6/3/94,G,IBPE,A,3,CNIN,J,42,143,2,W
6/3/94,G,IBPE,C,1,UTST,F,46,118,5,W
6/3/94,M,RABB,A,.,NONE,.,.,.,.,.
6/3/94,M,RABB,C,.,NONE,.,.,.,.,.
6/3/94,M,WELL,B,.,NONE,.,.,.,.,.
6/3/94,T,EAST,B,9,PHMO,M,52,88,10,W
6/3/94,T,EAST,B,10,UTST,F,43,119,.,W
6/3/94,T,WEST,A,.,NONE,.,.,.,.,.
6/7/94,C,CALI,A,6,PHMO,F,45,71,5,W
6/7/94,C,CALI,A,14,PHMO,F,40,60,4,W
6/7/94,C,SAND,B,.,NONE,.,.,.,.,.
6/7/94,C,SAND,D,15,PHMO,F,46,94,5,W
6/7/94,G,BASN,B,1,CNIN,.,57,179,.,W
6/7/94,G,BASN,B,1,CNIN,.,.,.,.,B
6/7/94,G,BASN,B,14,CNIN,F,56,181,6,B
6/7/94,G,IBPE,A,.,NONE,.,.,.,.,.
6/7/94,G,IBPE,C,3,CNIN,F,54,152,4,B
6/7/94,M,RABB,A,16,HOMA,F,59,116,8,W
6/7/94,M,RABB,C,.,NONE,.,.,.,.,.
6/7/94,M,WELL,B,.,NONE,.,.,.,.,.
6/7/94,T,EAST,B,3,CNTE,F,65,215,8,W
6/7/94,T,WEST,A,10,CNIN,F,50,166,3,W
