date,zone,site,plot,pit,spp,sex,sv_length,total_length,weight,tail
8/9/96,M,WELL,B,4,UTST,F,30,79,1,W
8/9/96,M,WELL,B,6,SCUN,M,23,55,1,W
8/9/96,M,WELL,B,11,SCUN,M,26,66,1,W
8/9/96,T,EAST,A,.,NONE,.,.,.,.,.
8/9/96,T,EAST,B,7,SCUN,F,57,143,7,W
8/13/96,C,CALI,A,.,NONE,.,.,.,.,.
8/13/96,C,GRAV,D,.,NONE,.,.,.,.,.
8/13/96,C,SAND,B,.,NONE,.,.,.,.,.
8/13/96,G,IBPE,C,1,UTST,.,.,.,.,.
8/13/96,G,SUMM,A,.,NONE,.,.,.,.,.
8/13/96,M,NORT,C,.,NONE,.,.,.,.,.
8/13/96,M,RABB,A,14,UTST,.,.,.,.,B
8/13/96,M,RABB,A,15,UTST,M,35,98,2,W
8/13/96,M,WELL,B,2,UTST,M,22,55,1,W
8/13/96,M,WELL,B,2,UTST,F,23,55,1,W
8/13/96,M,WELL,B,12,UTST,M,36,85,1,B
8/13/96,M,WELL,B,16,UTST,M,34,93,1,W
8/13/96,T,EAST,B,5,UTST,M,21,57,1,W
8/16/96,C,CALI,A,.,NONE,.,.,.,.,.
8/16/96,C,GRAV,D,.,NONE,.,.,.,.,.
8/16/96,C,SAND,B,.,NONE,.,.,.,.,.
8/16/96,G,BASN,B,11,CNIN,J,33,98,1,W
8/16/96,G,BASN,B,14,CNIN,F,53,193,6,W
8/16/96,G,IBPE,C,9,UTST,M,35,93,1,W
8/16/96,G,SUMM,A,3,CNUN,F,33,108,1,W
8/16/96,G,SUMM,A,12,CNUN,.,.,.,.,.
8/16/96,M,NORT,C,5,UTST,M,22,55,1,W
8/16/96,M,NORT,C,10,UTST,J,24,59,1,W
8/16/96,M,RABB,A,.,NONE,.,.,.,.,.
8/16/96,M,WELL,B,.,NONE,.,.,.,.,.
8/16/96,T,EAST,B,.,NONE,.,.,.,.,.
8/16/96,T,WEST,A,.,NONE,.,.,.,.,.
11/15/96,C,CALI,A,2,UTST,M,51,147,5,W
11/15/96,C,GRAV,D,.,NONE,.,.,.,.,.
11/15/96,C,SAND,B,1,UTST,F,42,108,3,W
11/15/96,C,SAND,B,3,UTST,M,54,149,6,W
11/15/96,C,SAND,B,10,UTST,F,32,83,1,B
11/15/96,C,SAND,B,11,UTST,M,40,109,2,B
11/15/96,C,SAND,B,14,UTST,M,42,117,3,W
11/15/96,G,BASN,B,8,UTST,F,39,103,2,W
11/15/96,G,IBPE,C,1,UTST,M,45,128,4,B
11/15/96,G,IBPE,C,5,UTST,M,46,127,4,B
11/15/96,G,IBPE,C,8,UTST,F,36,89,1,W
11/15/96,G,IBPE,C,11,UTST,M,51,81,1,W
11/15/96,G,IBPE,C,13,UTST,M,49,126,5,B
11/15/96,G,IBPE,C,13,UTST,M,44,101,3,B
11/15/96,G,IBPE,C,13,UTST,M,46,131,4,W
11/15/96,G,SUMM,A,.,NONE,.,.,.,.,.
11/15/96,M,NORT,C,.,NONE,.,.,.,.,.
11/15/96,M,RABB,A,1,UTST,F,38,100,1,W
11/15/96,M,RABB,A,4,SCUN,F,33,90,1,B
11/15/96,M,RABB,A,13,UTST,F,40,91,1,B
11/15/96,M,RABB,A,13,UTST,M,41,107,2,B
11/15/96,M,WELL,B,4,UTST,F,36,100,1,W
11/15/96,M,WELL,B,5,UTST,M,51,138,4,W
11/15/96,M,WELL,B,8,UTST,F,41,111,2,W
11/15/96,M,WELL,B,11,UTST,F,43,115,2,B
11/15/96,M,WELL,B,11,UTST,M,46,123,3,W
11/15/96,M,WELL,B,15,UTST,F,39,87,1,B
11/15/96,T,EAST,B,2,UTST,F,49,133,4,W
11/15/96,T,EAST,B,2,UTST,M,38,103,2,W
11/15/96,T,EAST,B,2,UTST,F,35,94,1,W
11/15/96,T,EAST,B,3,UTST,F,46,126,4,W
11/15/96,T,EAST,B,6,UTST,M,47,128,4,W
11/15/96,T,EAST,B,7,UTST,M,45,115,3,B
11/15/96,T,EAST,B,10,UTST,F,47,114,4,B
11/15/96,T,EAST,B,13,UTST,F,38,91,1,B
11/15/96,T,EAST,B,15,UTST,M,53,150,6,W
11/22/96,C,CALI,A,.,NONE,.,.,.,.,.
11/22/96,C,GRAV,D,5,UTST,M,43,122,3,W
11/22/96,C,SAND,B,1,UTST,M,42,121,3,W
11/22/96,C,SAND,B,2,UTST,F,37,104,2,W
11/22/96,C,SAND,B,4,UTST,M,37,106,2,W
11/22/96,C,SAND,B,13,UTST,F,40,110,3,W
11/22/96,G,BASN,B,9,UTST,F,47,124,4,W
11/22/96,G,IBPE,C,.,NONE,.,.,.,.,.
11/22/96,G,SUMM,A,.,NONE,.,.,.,.,.
11/22/96,M,NORT,C,5,UTST,M,40,110,2,W
11/22/96,M,NORT,C,14,UTST,M,49,135,4,W
11/22/96,M,RABB,A,.,NONE,.,.,.,.,.
11/22/96,M,WELL,B,2,UTST,M,34,55,1,B
11/22/96,M,WELL,B,6,UTST,F,31,83,1,W
11/22/96,T,EAST,B,10,UTST,M,30,79,1,W
11/22/96,T,EAST,B,13,UTST,F,38,101,2,W
3/14/97,C,CALI,A,7,UTST,M,49,131,4,W
3/14/97,C,CALI,A,10,UTST,M,47,131,3,B
3/14/97,C,CALI,A,10,UTST,M,53,150,5,W
3/14/97,C,CALI,A,11,COTE,M,33,69,1,W
3/14/97,C,GRAV,D,.,NONE,.,.,.,.,.
3/14/97,C,SAND,B,1,UTST,M,49,124,4,B
3/14/97,C,SAND,B,8,UTST,M,48,128,4,B
3/14/97,G,BASN,B,3,UTST,M,49,131,4,W
3/14/97,G,BASN,B,5,UTST,M,50,117,5,B
3/14/97,G,IBPE,C,2,UTST,M,40,118,3,B
3/14/97,G,SUMM,A,.,NONE,.,.,.,.,.
3/14/97,M,NORT,C,.,NONE,.,.,.,.,.
3/14/97,M,RABB,A,10,UTST,F,38,94,2,B
3/14/97,M,WELL,B,.,NONE,.,.,.,.,.
3/14/97,T,EAST,B,16,UTST,M,51,91,5,B
3/14/97,T,EAST,B,16,UTST,M,46,119,3,B
3/14/97,T,WEST,A,16,UTST,F,50,125,5,B
3/21/97,C,CALI,A,11,COTE,M,41,92,3,W
3/21/97,C,CALI,A,3,UTST,F,45,114,4,W
3/21/97,C,CALI,A,8,UTST,.,.,.,.,.
3/21/97,C,CALI,A,14,COTE,.,.,.,.,.
3/21/97,C,GRAV,D,7,UTST,F,48,108,4,B
3/21/97,C,GRAV,D,10,COTE,M,36,77,2,W
3/21/97,C,SAND,C,4,UTST,M,51,75,4,B
3/21/97,C,SAND,C,8,UTST,M,50,138,5,W
3/21/97,C,SAND,C,14,UTST,M,49,132,4,W
3/21/97,G,BASN,B,2,CNTE,F,145,151,2,W
3/21/97,G,BASN,B,5,UTST,F,47,125,4,B
3/21/97,G,BASN,B,10,CNIN,M,45,105,2,B
3/21/97,G,BASN,B,12,CNIN,J,35,118,1,W
3/21/97,G,IBPE,C,7,CNIN,M,53,168,4,W
3/21/97,M,NORT,C,.,NONE,.,.,.,.,.
3/21/97,M,RABB,A,.,NONE,.,.,.,.,.
3/21/97,M,WELL,B,11,UTST,F,45,120,4,.
3/21/97,M,WELL,B,15,UTST,M,48,129,4,W
3/21/97,T,EAST,B,4,CNIN,J,41,105,2,B
3/21/97,T,WEST,A,.,NONE,.,.,.,.,.
6/9/97,C,CALI,A,16,COTE,M,64,88,7,B
6/9/97,C,GRAV,D,.,NONE,.,.,.,.,.
6/9/97,C,SAND,B,5,CNTI,.,.,.,.,W
6/9/97,C,SAND,B,13,CNTI,F,98,327,28,W
6/9/97,G,BASN,B,1,CNIN,M,52,174,3,W
6/9/97,G,BASN,B,2,CNIN,M,60,189,5,W
6/9/97,G,BASN,B,2,CNIN,M,50,124,4,B
6/9/97,G,BASN,B,3,CNIN,F,52,176,4,W
6/9/97,G,BASN,B,4,CNIN,F,53,73,4,W
6/9/97,G,BASN,B,4,CNIN,M,52,160,3,W
6/9/97,G,BASN,B,12,CNIN,F,52,109,4,B
6/9/97,G,BASN,B,12,CNIN,.,47,143,3,B
6/9/97,G,BASN,B,14,CNIN,J,46,125,3,W
6/9/97,G,BASN,B,16,CNIN,F,53,179,5,W
6/9/97,G,IBPE,C,.,NONE,.,.,.,.,.
6/9/97,G,SUMM,A,5,CNUN,F,.,.,.,B
6/9/97,M,NORT,C,4,UTST,F,46,121,5,W
6/9/97,M,RABB,A,.,NONE,.,.,.,.,.
6/9/97,M,WELL,B,.,NONE,.,.,.,.,.
6/9/97,T,EAST,B,3,UTST,F,43,113,3,W
6/9/97,T,EAST,B,5,CNIN,M,52,170,5,W
6/9/97,T,EAST,B,6,UTST,M,48,130,6,W
6/9/97,T,EAST,B,15,CNIN,M,56,190,6,B
6/9/97,T,WEST,A,7,CNIN,M,55,190,5,W
6/9/97,T,WEST,A,10,CNIN,F,49,90,3,B
6/9/97,T,WEST,A,15,CNIN,M,53,183,4,W
6/12/97,C,CALI,A,.,NONE,.,.,.,.,.
6/12/97,C,GRAV,D,.,NONE,.,.,.,.,.
6/12/97,C,SAND,B,.,NONE,.,.,.,.,.
6/12/97,G,BASN,B,2,CNIN,J,45,156,2,W
6/12/97,G,BASN,B,11,UTST,F,46,125,4,W
6/12/97,G,IBPE,C,12,CNIN,.,49,149,3,B
6/12/97,G,SUMM,A,.,NONE,.,.,.,.,.
6/12/97,M,NORT,C,3,UTST,.,.,.,.,.
6/12/97,M,NORT,C,12,UTST,M,49,138,4,W
6/12/97,M,RABB,A,2,UTST,M,50,137,4,W
6/12/97,T,EAST,B,.,NONE,.,.,.,.,.
6/12/97,T,WEST,A,.,NONE,.,.,.,.,.
6/16/97,C,CALI,A,14,CNIN,J,49,163,2,W
6/16/97,C,GRAV,D,12,CNUN,F,56,179,4,W
6/16/97,C,SAND,B,.,NONE,.,.,.,.,.
6/16/97,G,BASN,B,14,CNIN,J,47,152,2,W
6/16/97,G,IBPE,C,.,NONE,.,.,.,.,.
6/16/97,G,SUMM,A,8,EUOB,.,59,158,7,W
6/16/97,M,NORT,C,.,NONE,.,.,.,.,.
6/16/97,M,RABB,A,6,CNUK,.,.,.,.,.
6/16/97,M,WELL,B,.,NONE,.,.,.,.,.
6/16/97,T,EAST,B,10,UTST,F,46,124,4,W
6/16/97,T,EAST,B,16,CNIN,J,48,159,3,W
6/16/97,T,WEST,A,.,NONE,.,.,.,.,.
6/19/97,C,CALI,A,.,NONE,.,.,.,.,.
6/19/97,C,GRAV,D,.,NONE,.,.,.,.,.
6/19/97,C,SAND,B,.,NONE,.,.,.,.,.
6/19/97,G,BASN,B,1,CNIN,M,51,123,3,B
6/19/97,G,BASN,B,3,CNUN,F,53,90,4,B
6/19/97,G,BASN,B,4,CNIN,.,.,.,.,.
6/19/97,G,BASN,B,7,CNIN,M,54,186,4,W
6/19/97,G,BASN,B,8,UTST,M,49,130,4,W
6/19/97,G,BASN,B,11,CNIN,F,64,193,5,W
6/19/97,G,BASN,B,11,CNIN,M,51,179,4,W
6/19/97,G,BASN,B,11,CNIN,M,56,194,5,W
6/19/97,G,BASN,B,11,CNTI,F,68,248,9,W
6/19/97,G,BASN,B,14,HOMA,M,53,115,4,W
6/19/97,G,IBPE,C,.,NONE,.,.,.,.,.
6/19/97,G,SUMM,A,.,NONE,.,.,.,.,.
6/19/97,M,NORT,C,1,UTST,F,48,125,4,W
6/19/97,M,NORT,C,15,CNNE,F,.,.,.,.
6/19/97,M,RABB,A,.,NONE,.,.,.,.,.
6/19/97,M,WELL,B,.,NONE,.,.,.,.,.
6/19/97,T,EAST,B,10,UTST,F,45,115,3,W
8/15/97,C,CALI,A,.,NONE,.,.,.,.,.
8/15/97,C,CALI,D,.,NONE,.,.,.,.,.
8/15/97,C,GRAV,D,.,NONE,.,.,.,.,.
8/19/97,C,CALI,A,14,COTE,F,38,84,2,W
8/19/97,C,GRAV,D,12,UTST,M,31,92,1,W
8/19/97,C,SAND,B,9,CNUN,J,33,94,1,B
8/19/97,C,SAND,B,10,UTST,M,.,.,2,.
8/19/97,C,SAND,B,10,UTST,F,32,84,1,W
8/19/97,G,BASN,B,2,UTST,F,28,74,1,W
8/19/97,G,BASN,B,8,UTST,M,35,100,2,W
8/19/97,G,IBPE,C,.,NONE,.,.,.,.,.
8/19/97,G,SUMM,A,13,EUOB,J,52,117,3,W
8/19/97,M,NORT,C,.,NONE,.,.,.,.,.
8/19/97,M,RABB,A,13,UTST,M,31,82,1,W
8/19/97,M,RABB,A,13,UTST,M,36,93,1,W
8/19/97,M,RABB,A,15,UTST,J,25,63,1,W
8/19/97,M,WELL,B,.,NONE,.,.,.,.,.
8/19/97,T,EAST,B,1,UTST,F,33,81,1,W
8/19/97,T,EAST,B,3,UTST,M,37,107,2,W
8/19/97,T,EAST,B,13,UTST,F,32,90,1,W
8/19/97,T,EAST,B,14,UTST,F,31,81,1,W
8/19/97,T,EAST,B,15,UTST,M,36,96,2,W
8/19/97,T,WEST,A,1,CNIN,J,30,91,1,W
8/19/97,T,WEST,A,6,GAWI,J,.,.,.,.
8/19/97,T,WEST,A,13,UTST,M,36,97,1,W
8/19/97,T,WEST,A,16,UTST,J,32,80,1,W
8/22/97,C,CALI,A,1,UTST,M,37,104,2,W
8/22/97,C,CALI,A,9,COTE,F,32,60,1,B
8/22/97,C,CALI,A,10,EUOB,J,55,142,3,W
8/22/97,C,CALI,A,14,COTE,.,.,.,.,.
8/22/97,C,GRAV,D,10,UTST,.,.,.,.,.
8/22/97,C,SAND,B,3,CNTI,.,.,.,.,.
8/22/97,C,SAND,B,6,UTST,F,36,45,1,B
8/22/97,C,SAND,B,8,UTST,.,.,.,.,.
8/22/97,G,BASN,B,.,NONE,.,.,.,.,.
8/22/97,G,IBPE,C,.,NONE,.,.,.,.,.
8/22/97,G,SUMM,A,.,NONE,.,.,.,.,.
8/22/97,M,NORT,C,.,NONE,.,.,.,.,.
8/22/97,M,RABB,A,5,SCUN,M,27,66,1,W
8/22/97,M,WELL,B,7,CNNE,F,35,113,1,W
8/22/97,T,EAST,B,3,UTST,M,31,72,1,B
8/22/97,T,EAST,B,5,UTST,F,25,32,1,B
8/22/97,T,EAST,B,7,UTST,M,37,95,1,B
8/22/97,T,EAST,B,7,UTST,M,27,73,1,W
8/22/97,T,EAST,B,13,UTST,M,32,85,1,W
8/22/97,T,EAST,B,16,PHCO,.,82,118,37,W
8/22/97,T,WEST,A,.,NONE,.,.,.,.,.
8/22/97,T,WEST,A,2,CNIN,F,53,113,4,B
8/22/97,T,WEST,A,16,UTST,M,35,97,1,W
8/25/97,C,CALI,A,1,COTE,F,29,70,1,W
8/25/97,C,CALI,A,5,COTE,F,37,81,2,W
8/25/97,C,GRAV,D,10,UTST,.,.,.,.,.
8/25/97,C,GRAV,D,14,UTST,F,35,93,1,W
8/25/97,C,SAND,B,3,UTST,.,.,.,.,.
8/25/97,G,BASN,B,.,NONE,.,.,.,.,.
8/25/97,G,IBPE,C,1,UTST,M,22,55,1,W
8/25/97,G,IBPE,C,10,UTST,M,39,105,2,W
8/25/97,G,SUMM,C,.,NONE,.,.,.,.,.
8/25/97,M,NORT,C,11,CNTI,J,41,137,2,W
8/25/97,M,RABB,A,.,NONE,.,.,.,.,.
8/25/97,M,WELL,B,8,UTST,F,34,90,1,W
8/25/97,M,WELL,B,12,UTST,F,47,124,3,W
8/25/97,T,EAST,B,.,NONE,.,.,.,.,.
8/25/97,T,WEST,A,.,NONE,.,.,.,.,.
8/27/97,C,GRAV,D,10,UTST,.,.,.,.,.
8/29/97,C,CALI,A,9,COTE,.,.,.,.,.
8/29/97,C,GRAV,D,3,COTE,M,38,82,2,W
8/29/97,C,GRAV,D,5,UTST,F,.,.,2,W
8/29/97,C,SAND,B,.,NONE,.,.,.,.,.
8/29/97,G,BASN,B,.,NONE,.,.,.,.,.
8/29/97,G,BASN,B,7,PHCO,.,27,38,1,W
8/29/97,G,BASN,B,9,UTST,F,27,74,1,W
8/29/97,G,IBPE,C,14,UTST,F,34,83,.,W
8/29/97,G,SUMM,A,12,CNIN,J,23,69,1,W
8/29/97,M,NORT,C,.,NONE,.,.,.,.,.
8/29/97,M,RABB,A,14,UTST,F,23,61,1,W
8/29/97,M,WELL,B,11,UTST,M,35,91,2,W
8/29/97,T,EAST,B,7,UTST,F,36,95,1,W
8/29/97,T,WEST,A,3,CNIN,J,.,.,1,B
11/17/97,C,CALI,A,.,NONE,.,.,.,.,.
11/17/97,C,GRAV,D,1,UTST,M,47,124,4,W
11/17/97,C,SAND,B,10,UTST,F,46,124,4,W
11/17/97,G,BASN,B,16,UTST,M,51,130,4,W
11/17/97,G,IBPE,C,.,NONE,.,.,.,.,.
11/17/97,G,SUMM,A,.,NONE,.,.,.,.,.
11/17/97,M,NORT,C,1,UTST,F,43,112,2,W
11/17/97,M,RABB,A,15,UTST,F,44,121,3,W
11/17/97,M,WELL,B,7,UTST,F,42,76,2,B
11/17/97,T,EAST,B,2,UTST,F,41,85,3,B
11/17/97,T,EAST,B,5,UTST,F,46,109,4,B
11/17/97,T,EAST,B,7,UTST,F,37,96,2,W
11/17/97,T,EAST,B,11,UTST,F,37,51,2,B
11/17/97,T,WEST,A,12,UTST,M,35,95,2,W
11/24/97,C,CALI,A,.,NONE,.,.,.,.,.
11/24/97,C,GRAV,D,3,UTST,M,46,127,4,W
11/24/97,C,GRAV,D,6,UTST,.,.,.,.,.
11/24/97,C,GRAV,D,13,UTST,M,47,136,4,B
11/24/97,C,SAND,B,1,UTST,M,53,139,6,W
11/24/97,C,SAND,B,13,UTST,F,48,127,4,W
11/24/97,C,SAND,B,14,UTST,M,39,110,3,B
11/24/97,G,BASN,B,8,UTST,M,46,131,5,B
11/24/97,G,IBPE,C,2,UTST,F,30,81,1,W
11/24/97,G,IBPE,C,12,UTST,F,43,115,3,W
11/24/97,G,SUMM,A,.,NONE,.,.,.,.,.
11/24/97,M,NORT,C,.,NONE,.,.,.,.,.
11/24/97,M,RABB,A,.,NONE,.,.,.,.,.
11/24/97,M,WELL,B,1,SCUN,M,34,92,1,W
11/24/97,M,WELL,B,4,UTST,M,49,131,4,W
11/24/97,M,WELL,B,15,UTST,F,42,108,2,W
11/24/97,T,EAST,B,2,UTST,F,37,98,2,W
11/24/97,T,EAST,B,3,UTST,F,37,101,2,W
11/24/97,T,EAST,B,4,UTST,M,50,138,5,W
11/24/97,T,EAST,B,4,UTST,F,37,83,1,B
11/24/97,T,EAST,B,5,UTST,F,43,117,3,W
11/24/97,T,EAST,B,6,UTST,M,52,141,4,W
11/24/97,T,EAST,B,9,UTST,M,39,113,2,W
11/24/97,T,EAST,B,9,UTST,F,48,111,4,B
11/24/97,T,EAST,B,10,UTST,.,.,.,.,.
11/24/97,T,EAST,B,13,UTST,M,50,130,5,W
11/24/97,T,EAST,B,14,UTST,M,53,143,4,W
11/24/97,T,EAST,B,14,UTST,F,39,112,2,W
11/24/97,T,WEST,A,.,NONE,.,.,.,.,.
3/13/98,C,CALI,A,8,UTST,F,43,116,2,B
3/13/98,C,CALI,A,10,UTST,M,48,100,4,B
3/13/98,C,GRAV,D,.,NONE,.,.,.,.,.
3/13/98,C,SAND,B,1,UTST,M,51,138,5,W
3/13/98,G,BASN,B,2,CNIN,J,41,136,1,W
3/13/98,G,SUMM,A,.,NONE,.,.,.,.,.
3/13/98,M,NORT,C,.,NONE,.,.,.,.,.
3/13/98,M,RABB,A,.,NONE,.,.,.,.,.
3/13/98,M,WELL,B,4,UTST,M,49,105,4,B
3/13/98,T,EAST,B,6,UTST,M,36,97,1,W
3/13/98,T,EAST,B,10,UTST,F,41,62,2,B
3/13/98,T,EAST,B,12,UTST,F,43,112,3,W
3/13/98,T,EAST,B,13,UTST,F,43,55,3,B
3/13/98,T,EAST,B,14,UTST,M,47,135,4,W
3/20/98,C,CALI,A,15,UTST,F,48,130,4,W
3/20/98,C,GRAV,D,11,PHCO,.,44,71,3,W
3/20/98,C,SAND,B,1,UTST,M,51,138,5,W
3/20/98,C,SAND,B,7,UTST,F,47,121,4,W
3/20/98,G,BASN,B,8,CNIN,J,33,109,1,W
3/20/98,G,BASN,B,9,UTST,M,50,123,5,B
3/20/98,G,IBPE,C,2,CNIN,F,43,139,2,W
3/20/98,G,IBPE,C,2,CNIN,J,40,122,1,W
3/20/98,G,IBPE,C,11,UTST,F,44,117,3,W
3/20/98,G,SUMM,A,.,NONE,.,.,.,.,.
3/20/98,M,NORT,C,.,NONE,.,.,.,.,.
3/20/98,M,RABB,A,.,NONE,.,.,.,.,.
3/20/98,M,WELL,B,1,UTST,F,41,111,2,W
3/20/98,M,WELL,B,13,UTST,M,49,131,4,W
3/20/98,T,EAST,B,2,UTST,M,51,83,5,B
3/20/98,T,EAST,B,3,UTST,.,36,97,1,W
3/20/98,T,WEST,A,.,NONE,.,.,.,.,.
6/8/98,C,CALI,A,.,NONE,.,.,.,.,.
6/8/98,C,GRAV,D,.,NONE,.,.,.,.,.
6/8/98,C,SAND,B,.,NONE,.,.,.,.,.
6/8/98,G,BASN,B,2,CNIN,.,.,.,.,.
6/8/98,G,BASN,B,14,CNIN,F,47,135,3,W
6/8/98,G,BASN,B,14,CNIN,F,53,178,3,W
6/8/98,G,BASN,B,14,HOMA,M,55,117,5,W
6/8/98,G,IBPE,C,.,NONE,.,.,.,.,.
6/8/98,G,SUMM,A,.,NONE,.,.,.,.,.
6/8/98,M,NORT,C,.,NONE,.,.,.,.,.
6/8/98,M,RABB,A,.,NONE,.,.,.,.,.
6/8/98,M,WELL,B,.,NONE,.,.,.,.,.
6/8/98,T,EAST,B,.,NONE,.,.,.,.,.
6/8/98,T,WEST,A,.,NONE,.,.,.,.,.
6/10/98,M,NORT,C,.,NONE,.,.,.,.,.
6/10/98,M,RABB,A,.,NONE,.,.,.,.,.
6/10/98,M,WELL,B,13,UTST,F,50,122,5,W
6/10/98,T,EAST,B,.,NONE,.,.,.,.,.
6/10/98,T,WEST,A,.,NONE,.,.,.,.,.
6/11/98,C,CALI,A,.,NONE,.,.,.,.,.
6/11/98,C,GRAV,D,.,NONE,.,.,.,.,.
6/11/98,C,SAND,B,.,NONE,.,.,.,.,.
6/11/98,G,BASN,B,1,CNIN,.,53,174,2,W
6/11/98,G,IBPE,C,.,NONE,.,.,.,.,.
6/11/98,G,SUMM,A,.,NONE,.,.,.,.,.
6/12/98,G,BASN,B,14,HOMA,F,51,104,3,W
6/15/98,C,CALI,A,.,NONE,.,.,.,.,.
6/15/98,C,GRAV,D,.,NONE,.,.,.,.,.
6/15/98,C,SAND,B,.,NONE,.,.,.,.,.
6/15/98,G,BASN,B,1,CNIN,.,50,157,.,W
6/15/98,G,IBPE,C,5,CNUN,F,47,165,3,W
6/15/98,G,IBPE,C,15,CNIN,F,51,172,3,W
6/15/98,G,SUMM,A,3,CNUN,F,50,159,2,W
6/15/98,G,SUMM,A,12,CNUN,F,53,171,3,W
6/15/98,M,NORT,C,.,NONE,.,.,.,.,.
6/15/98,M,RABB,A,.,NONE,.,.,.,.,.
6/15/98,M,WELL,B,.,NONE,.,.,.,.,.
6/15/98,T,EAST,B,4,UTST,F,44,116,2,W
6/15/98,T,EAST,B,10,UTST,M,43,86,3,B
6/15/98,T,EAST,B,12,CNTI,F,89,315,20,W
6/15/98,T,WEST,A,.,NONE,.,.,.,.,.
6/17/98,C,CALI,A,4,PHMO,.,46,76,6,W
6/17/98,C,GRAV,D,2,PHMO,.,55,81,7,W
6/17/98,C,SAND,B,.,NONE,.,.,.,.,.
6/17/98,G,BASN,B,14,HOMA,.,.,.,.,.
6/17/98,G,IBPE,C,5,CNUN,F,51,173,3,W
6/17/98,G,SUMM,A,.,NONE,.,.,.,.,.
6/17/98,M,NORT,C,.,NONE,.,.,.,.,.
6/17/98,M,RABB,A,8,UTST,F,.,.,.,.
6/17/98,M,WELL,B,.,NONE,.,.,.,.,.
6/17/98,T,EAST,B,9,CNIN,F,45,161,2,W
6/17/98,T,WEST,A,.,NONE,.,.,.,.,.
8/11/98,C,CALI,A,.,NONE,.,.,.,.,.
8/11/98,C,GRAV,D,.,NONE,.,.,.,.,.
8/11/98,C,SAND,B,3,UTST,M,30,78,1,W
8/11/98,C,SAND,B,12,UTST,F,29,75,1,W
8/11/98,G,BASN,B,8,UTST,F,27,73,1,W
8/11/98,G,BASN,B,8,UTST,M,24,60,1,W
8/11/98,G,BASN,B,13,CNIN,.,50,145,2,W
8/11/98,G,BASN,B,14,CNIN,.,49,171,.,W
8/11/98,G,BASN,B,14,HOMA,F,54,108,5,W
8/11/98,G,IBPE,C,1,CNIN,F,59,148,5,W
8/11/98,G,IBPE,C,1,CNIN,F,57,184,3,W
8/11/98,G,IBPE,C,5,UTST,M,30,35,1,B
8/11/98,G,IBPE,C,8,UTST,M,29,76,1,W
8/11/98,G,SUMM,A,16,CNUN,F,.,.,.,B
8/11/98,M,NORT,C,3,UTST,M,25,59,1,W
8/11/98,M,NORT,C,4,UTST,F,36,71,1,W
8/11/98,M,NORT,C,9,UTST,M,27,70,1,W
8/11/98,M,RABB,A,13,EUOB,.,68,168,10,W
8/11/98,M,WELL,B,4,UTST,M,26,64,1,W
8/11/98,T,EAST,B,15,UTST,F,.,.,1,W
8/11/98,T,WEST,A,5,PHCO,.,67,93,14,W
8/14/98,C,GRAV,D,7,UTST,M,35,94,1,W
8/14/98,C,SAND,B,.,NONE,.,.,.,.,.
8/14/98,G,IBPE,C,2,UTST,F,25,63,1,W
8/14/98,G,IBPE,C,10,UTST,M,28,74,1,W
8/14/98,G,IBPE,C,13,UTST,F,26,67,1,W
8/14/98,G,SUMM,A,.,NONE,.,.,.,.,.
8/14/98,M,NORT,C,8,CNTI,F,62,231,7,W
8/14/98,M,RABB,A,5,CNTI,J,39,132,1,W
8/14/98,M,WELL,B,.,NONE,.,.,.,.,.
8/14/98,T,EAST,B,1,UTST,F,27,72,1,W
8/14/98,T,EAST,B,10,UTST,F,55,151,6,W
8/14/98,T,EAST,B,11,UTST,F,47,91,3,B
8/14/98,T,WEST,A,5,CNIN,F,51,192,4,W
8/18/98,C,CALI,A,.,NONE,.,.,.,.,.
8/18/98,C,GRAV,D,4,UTST,F,36,96,1,B
8/18/98,C,SAND,B,8,UTST,F,27,59,1,W
8/18/98,G,BASN,B,1,UTST,F,21,48,1,W
8/18/98,G,BASN,B,2,CNIN,F,55,182,3,W
8/18/98,G,BASN,B,16,CNIN,F,53,180,3,W
8/18/98,G,IBPE,C,.,NONE,.,.,.,.,.
8/18/98,G,SUMM,A,.,NONE,.,.,.,.,.
8/18/98,M,NORT,C,15,UTST,M,27,72,1,W
8/18/98,M,RABB,A,15,UTST,F,31,84,1,W
8/18/98,M,WELL,B,5,UTST,.,.,.,.,.
8/18/98,M,WELL,B,6,CNTI,J,40,146,1,W
8/18/98,T,EAST,B,8,UTST,F,31,84,1,W
8/18/98,T,EAST,B,15,UTST,F,44,96,2,W
8/18/98,T,WEST,A,.,NONE,.,.,.,.,.
8/21/98,C,CALI,A,10,UTST,M,27,79,1,W
8/21/98,C,CALI,A,16,UTST,M,.,.,1,.
8/21/98,C,GRAV,D,.,NONE,.,.,.,.,.
8/21/98,C,SAND,B,.,NONE,.,.,.,.,.
8/21/98,G,BASN,B,12,UTST,.,.,.,.,.
8/21/98,G,IBPE,C,.,NONE,.,.,.,.,.
8/21/98,M,NORT,C,8,CNNE,J,37,65,1,B
8/21/98,M,NORT,C,14,CNTI,J,37,130,2,W
8/21/98,M,RABB,A,8,UTST,F,27,68,1,W
8/21/98,M,WELL,B,13,CNNE,J,35,115,1,W
8/21/98,T,EAST,B,.,NONE,.,.,.,.,.
8/21/98,T,WEST,A,14,UTST,M,29,76,1,W
11/16/98,C,CALI,A,.,NONE,.,.,.,.,.
